index,size,value,confirmations,vout,choosen,tx_id
0,148,326900,94,1,1,81e68b5e68083e3247c0b70f304abe16f3fc3bb42aac04778f0f20e059ee4b2f
1,148,50376,569,0,1,f5bd359b947c2e80b28a15e5568668d5eb16b496137bbac01c8c2f48ca64c1a8
2,148,293324,121,1,1,ccc8685696efcd71b0c976ebc67492096a255108ab8304c441cbbef3ab335754
