index,size,value,confirmations,vout,choosen,tx_id
0,148,19200000,6,1,1,7ddba39e4e0e0400517acb14bf2551d104c607ffee4364f65516aa3e6bfa3ccf
1,148,2100000,7,1,1,99a1b277fc599df3d470ff355d870fae519118fe13a5db8499abca4a35d53d0c
