index,size,value,confirmations,vout,choosen,tx_id
0,148,40000,303,11,1,88797bd17feb7faba23329e6368d65281d4d1a9b948a6a85ee602e5f172d168b
1,148,100000,153,10,1,4d0157ef7b09ed776ad3bb663e761b28374010ba6363a39325d86859944f4856
2,148,120000,488,20,1,7a66fc55e1fadd58e0040e7f3ac91a607488235c2b4807e3808f03deaa5235ef
3,148,400000,153,7,1,0aa2ff3029ebfa59b26fda7cc53130b197d6274e7803c82c9a6ef628889baad6
4,148,800000,138,0,1,a659e8346885f2db9a2adc038cfb707b621e391a08447cd991b6d15ccd1b6fd5
