index,size,value,confirmations,vout,choosen,tx_id
0,148,7017860,256,0,1,4a34df1ed2f46e27412fe8e3260dc0426327478dd89cc787ca39882b6a54d5c2
1,148,4503536,252,1,1,9a50741901c2a8772d497e05d89b67f630509269ececaa560adb5d5bacf45fef
2,148,3738147,254,1,0,7681eef11a9e1439c0d348c156dbb1516d138516fa8d090d548b94978a2081d3
