index,size,value,confirmations,vout,choosen,tx_id
0,148,20000,3325,0,1,54d0f31f8d4043e7f82a05164bca437d66dc5057a81d0ccf36d6f21b2bc26b83
1,148,2000,3233,0,1,3d9254b9f51b9dcad6cc67215ec60713c329a940436587005ac3961c891cdeb0
2,148,10000,0,1,0,b239d0be7c7ed9d5fe912b8c25aad47743fa09af87dd524f8d311e202490ff14
3,148,3450000,393,11,0,c21d868c91b4fbbfba3548c566aae1178d282564a8b057f7c1828c3bf483a8b2
